5.6388e+06,32.628,-117.19,0.032628,-0.11719
6.2832e+06,31.534,-103.23,0.031534,-0.10323
125.66,9.3596e+05,-3.4253e+05,935.96,-342.53
138.23,5.5684e+05,-1.2533e+05,556.84,-125.33
157.08,4.1814e+05,-78117,418.14,-78.117
175.93,3.5298e+05,-62426,352.98,-62.426
194.78,3.2082e+05,-58156,320.82,-58.156
213.63,3.4296e+05,-76274,342.96,-76.274
238.76,3.3969e+05,-84393,339.69,-84.393
270.18,3.333e+05,-92032,333.3,-92.032
301.59,3.2883e+05,-1.008e+05,328.83,-100.8
333.01,3.2218e+05,-1.104e+05,322.18,-110.4
370.71,3.1492e+05,-1.1986e+05,314.92,-119.86
414.69,3.0505e+05,-1.2862e+05,305.05,-128.62
458.67,2.9414e+05,-1.3676e+05,294.14,-136.76
515.22,2.8104e+05,-1.4443e+05,281.04,-144.43
571.77,2.6748e+05,-1.5222e+05,267.48,-152.22
634.6,2.5148e+05,-1.5779e+05,251.48,-157.79
710,2.3528e+05,-1.6266e+05,235.28,-162.66
791.68,2.1863e+05,-1.6603e+05,218.63,-166.03
879.65,2.0124e+05,-1.6758e+05,201.24,-167.58
